cid	size	cluster
Building_subparts	80	vestibule.n,ward.n,wing.n,workroom.n,workshop.n,banquet room.n,dining room.n,lavatory.n,dressing room.n,family room.n,guest room.n,living room.n,master bedroom.n,antechamber.n,powder room.n,anteroom.n,rest room.n,atelier.n,rumpus room.n,attic.n,sitting room.n,ballroom.n,utility room.n,boudoir.n,wine cellar.n,basement.n,apartment.n,bathroom.n,flat.n,bedroom.n,TV room.n,ben.n,belfry.n,buttery.n,altar.n,catacomb.n,tower.n,cell.n,laundry room.n,cellar.n,level.n,chamber.n,deck.n,chancellery.n,floor.n,chapel.n,checkroom.n,cloakroom.n,closet.n,corridor.n,den.n,foyer.n,garret.n,hallway.n,kitchen.n,room.n,kitchenette.n,larder.n,laundry.n,lift.n,elevator.n,lobby.n,loft.n,nursery.n,office.n,pantry.n,parlor.n,playroom.n,porch.n,refectory.n,repository.n,sacristy.n,salon.n,scullery.n,solarium.n,stoop.n,storeroom.n,studio.n,study.n,veranda.n
Exchange	8	switch.v,trade.n,change.v,exchange.n,swap.n,swap.v,exchange.v,trade.v
Foreign_or_domestic_country	5	domestic.a,home.n,homeland.n,international.a,foreign.a
Invading	4	invasion.n,invader.n,invade.v,overrun.v
Domain	10	in terms.idio,psychologically.adv,emotionally.adv,historically.adv,financially.adv,geographically.adv,socially.adv,culturally.adv,economically.adv,legally.adv
Being_dry	5	dehydrated.a,dry.a,waterless.a,parched.a,desiccated.a
Isolated_places	15	boondocks.n,back of beyond.n,Bumblefuck.n,outback.n,backwater.n,godforsaken.a,backcountry.n,Podunk.n,off the beaten path.adv,middle of nowhere.n,boonies.n,out-of-the-way.a,fly-over country.n,the sticks.n,backwoods.n
Choosing	9	pick.v,settle on.v,selection.n,select.v,elect.v,pick.n,choice.n,opt.v,choose.v
Expansion	16	contract.v,shrink.v,lengthen.v,contraction.n,expansion.n,extension.n,swell.v,grow.v,explosive.a,enlargement.n,inflate.v,spread.v,stretch.v,enlarge.v,dilate.v,expand.v
Relating_concepts	5	connect.v,tie.v,link.v,associate.v,relate.v
Name_conferral	8	rename.v,dub.v,call.v,name.v,entitle.v,christen.v,nickname.v,baptize.v
Set_of_interrelated_entities	1	system.n
Hiring	12	commission.v,sign.v,retain.v,hire.n,give job.idio,take on.v,contract.v,commission.n,subcontract.v,sign on.v,sign up.v,hire.v
Biological_classification	9	class.n,family.n,order.n,domain.n,phylum.n,genus.n,variety.n,species.n,kingdom.n
Optical_image	3	image.n,silhouette.n,shadow.n
Assessing	14	appraise.v,grade.v,appraisal.n,weigh.v,value.v,reappraisal.n,judge.v,rank.v,assessment.n,evaluate.v,rate.v,evaluation.n,assess.v,reappraise.v
Health_response	6	sensitivity.n,susceptibility.n,susceptible.a,sensitive.a,allergic.a,allergy.n
Cause_to_perceive	9	present.v,exhibit.v,depict.v,represent.v,point.v,present[medical].v,bring to attention.v,demonstrate.v,show.v
Social_connection	10	intimate [setting].a,tie.n,intimate.a,close.a,linked.a,bond.n,closeness.n,connection.n,link.n,connected.a
Corroding_caused	4	corrode.v,tarnish.v,oxidize.v,rust.v
Sign	9	symptom.n,indication.n,symptomatic.a,indicate.v,mark.v,sign.n,usher in.v,signify.v,indicative.a
Justifying	6	rationalize.v,explain.v,account.v,justify.v,justification.n,defend.v
Cause_to_burn	0	
Explaining_the_facts	3	account.v,explanation.n,explain.v
Weather	14	rainstorm.n,sunshine.n,hailstorm.n,fair.a,stormy.a,thunderstorm.n,storm.n,weather.n,climate.n,lowering sky.n,storm.v,snowstorm.n,snowy.a,blizzard.n
Setting_fire	11	ignite.v,set on fire.v,set fire.v,torch.v,light.v,spark.v,kindle.v,catch on fire.v,set ablaze.idio,set alight.idio,start.v
Hunting_scenario	0	
Want_suspect	1	wanted.a
Repel	2	repel.v,resist.v
Fragmentation_scenario	0	
Suitability	17	suit.v,suited.a,unsuitability.n,proper.a,appropriate.a,fitting.a,right.a,suitable.a,correct.a,unsuitable.a,suitability.n,become.v,fit.v,suitableness.n,inappropriate.a,fit.a,unsuitableness.n
Practice	12	rehearse.v,rehearsal [mass].n,drill.n,mock.a,rehearsal.n,practice [mass].n,run (through).v,dry run.n,practice.v,run-through.n,practice.n,exercise.n
Time_vector	32	hence.prep,ago.idio,from.prep,sooner rather than later.adv,down the road.adv,afterwards.adv,until.prep,after.prep,since.adv,pre.prep,afterward.adv,eventually.adv,post.prep,formerly.adv,previously.adv,already.adv,beforehand.adv,ante.prep,finally.adv,following.prep,before.prep,then.a,through.prep,later.adv,previous.a,in time.adv,right away.adv,since.prep,thereafter.adv,yet.adv,former.a,prior.adv
Assemble	3	meet.v,convene.v,assemble.v
Rank	5	order.n,degree.n,baseline.n,level.n,rank.n
Request	26	command.v,plea.n,beg.v,plead.v,command.n,request.n,request.v,summon.v,tell.v,urge.v,order.v,call.v,implore.v,invite.v,demand.n,beseech.v,call.n,demand.v,instruct.v,entreat.v,invitation.n,entreaty.n,appeal.n,order.n,ask.v,petition.n
Surrounding	9	surround.v,surrounding.a,ring.v,edge.v,rim.v,astride.prep,straddling.a,straddle.v,around.prep
Post_transfer	0	
Predicament	12	misfortune.n,fix.n,scrape.n,jam.n,mess.n,pinch.n,trouble.n,problem.n,bind.n,plight.n,predicament.n,pickle.n
Visit_host_arrival	0	
Assistance	14	cater.v,succor.v,aid and abet.v,help.n,helpful.a,help.v,abet.v,help out.v,aid [entity].n,aid [act].n,serve.v,assist.v,assistance.n,aid.v
Theft	46	light-fingered.a,lift.v,pilferage.n,thief.n,snatch.v,shoplifting.n,theft.n,cutpurse.n,pilferer.n,snatcher.n,thieve.v,stolen.a,nick.v,embezzlement.n,embezzle.v,embezzler.n,thieving.a,peculation.n,shoplift.v,misappropriation.n,larceny.n,stealer.n,shoplifter.n,snatch.n,misappropriate.v,stealing.n,purloin.v,thieving.n,pickpocket.v,heist.n,pickpocket.n,pilfering.n,flog.v,abstract.v,steal.v,cop.v,rustle.v,bag.v,pilfer.v,abstraction.n,swipe.v,make off (with).v,filch.v,pinch.v,abscond (with).v,snitch.v
Sole_instance	5	sole.a,only.a,lone.a,one and only.a,single.a
Translating	2	translate.v,translation.n
Take_place_of	7	substitute.v,do duty.v,take place.v,succeed.v,replacement.n,replace.v,succession.n
Obscurity	4	recondite.a,little known.a,obscure.a,unsung.a
Cause_to_make_progress	8	improved.a,mature.v,improve.v,perfect.v,gains.n,advance.v,develop.v,modernization.n
Agree_or_refuse_to_act	4	decline.v,refuse.v,agree.v,refusal.n
Discussion	21	talk over.v,dialog.n,discussion.n,debate.n,exchange.n,meeting.n,discuss.v,confer.v,parley.v,parley.n,interlocutor.n,conference.n,discussant.n,negotiation.n,communicate.v,negotiate.v,communication.n,talk.n,debate.v,consultation.n,talk (to).v
Active_substance	6	active.a,irritant.n,bioactive.a,incapacitant.n,agent.n,causative agent.n
Going_back_on_a_commitment	3	renege.v,back out.v,go back.v
Getting_vehicle_underway	6	cast off.v,pull (out).v,lift (off).v,weigh anchor.v,take (off).v,launch.v
Reasoning	11	reason.v,prove.v,demonstrate.v,argument.n,show.v,case.n,reasoning.n,demonstration.n,polemic.n,disprove.v,argue.v
Containment_scenario	0	
Needing	3	require.v,need.n,need.v
Satisfying	1	satisfy.v
Encoding	13	misword.v,put.v,word.v,cast.v,phrasing.n,formulate.v,couch.v,phrase.v,expression.n,frame.v,express.v,formulation.n,wording.n
Wholes_and_parts	0	
Receive_visitor_scenario	0	
Statement	79	conjecture.v,smirk.v,confirm.v,avowal.n,acknowledge.v,acknowledgment.n,note.v,observe.v,declaration.n,refute.v,describe.v,denial.n,promulgation.n,message.n,detail.v,tell.v,conjecture.n,allow.v,exclaim.v,caution.n,be like.v,challenge.v,announcement.n,pronounce.v,concession.n,caution.v,comment.n,admission.n,exclamation.n,explain.v,claim.v,gloat.v,comment.v,insist.v,maintain.v,mention.n,contend.v,mention.v,preach.v,proclaim.v,proclamation.n,contention.n,profess.v,pronouncement.n,announce.v,proposal.n,assert.v,propose.v,proposition.n,reaffirm.v,recount.v,reiterate.v,relate.v,aver.v,remark.n,remark.v,address.v,report.n,allege.v,report.v,add.v,say.v,declare.v,speak.v,state.v,statement.n,suggest.v,attest.v,talk.v,claim.n,write.v,allegation.n,insistence.n,assertion.n,explanation.n,avow.v,venture.v,hazard.v,pout.v
Verification	11	verify.v,identify.v,substantiate.v,unconfirmed.a,confirm.v,unidentified.a,certify.v,make sure.v,verifiable.a,verification.n,confirmation.n
Body_decoration	11	kohl.n,concealer.n,eyeliner.n,mascara.n,blusher.n,lipstick.n,eyeshadow.n,tattoo.n,rouge.n,foundation.n,make-up.n
Becoming_a_member	5	join.v,sign up.v,enlist.v,enroll.v,enter.v
Addiction	10	hooked.a,addict.n,junkie.n,habit.n,addicted.a,fiend.n,addiction.n,alcoholic.n,alcoholism.n,compulsive.a
Breathing	20	exhalation [act].n,exhalation.n,insufflate.v,sigh.v,expire.v,inspire.v,breathe.v,blow.v,breath.n,exhale.v,gasp.v,puff.v,inhale.v,sigh.n,inhalation [breath].n,suspire.v,inhalation.n,huff.v,respire.v,pant.v
Morality_evaluation	39	honorable.a,good.a,iniquitous.a,unscrupulous.a,degenerate.a,foul.a,right.a,felonious.a,evil.a,low-minded.a,stand-up.a,reprobate.a,upstanding.a,wicked.a,corrupt.a,unethical.a,vile.a,high-minded.a,dark.a,improper.a,sinful.a,insidious.a,righteous.a,depravity.n,decent.a,virtuous.a,villainous.a,depraved.a,bad.a,ethical.a,heinous.a,nefarious.a,base.a,immoral.a,moral.a,low.a,dishonorable.a,wrong.a,miscreant.a
Distinctiveness	11	aspect.n,marked.a,trademark.a,characterize.v,characteristic.a,distinctive.a,distinct.a,signature.n,characteristic.n,trademark.n,signature.a
Rebellion	6	insurgent.n,insurgency.n,rebel.v,insurge.v,insurgence.n,rebel.n
Business_closure	3	close its doors.v,founder.v,close down.v
Cause_to_experience	5	entertain.v,divert.v,terrorize.v,torment.v,amuse.v
Awareness_situation	0	
Text_creation	26	pen.v,jot down.v,type in.v,say.v,print.v,print out.v,type up.v,compose.v,utter.v,jot.v,list.v,type.v,print up.v,dash off.v,write in.v,get down.v,write down.v,type out.v,author.v,write.v,sign.v,draft.v,write up.v,write out.v,speak.v,chronicle.v
Leaving_traces	6	trail.n,wake.n,vestige.n,trace.n,contrail.n,track.n
Creating	11	yield.v,issue.v,issuance.n,production.n,produce.v,create.v,form.v,assemble.v,make.v,formation.n,generate.v
Duplication	14	clone.n,duplicate.n,copy.n,duplication.n,run off.v,duplicate.v,photocopy.v,reproduce.v,replicate.v,replica.n,clone.v,reduplicate.v,photocopy.n,copy.v
Evidence	31	from.prep,demonstrate.v,suggest.v,argument.n,indicate.v,attest.v,imply.v,evidence.v,proof.n,substantiate.v,corroborate.v,illustrate.v,evince.v,point (to).v,prove.v,credence [lend].n,reveal.v,tell.v,show.v,support.v,testify.v,rule out.v,confirm.v,verify.v,demonstration.n,disprove.v,contradict.v,assure.v,argue.v,mean.v,evidence.n
Hostile_encounter	47	conflict.n,dust-up.n,warfare.n,confrontation.n,cw.n,row.n,bw.n,fighting.n,tussle.n,struggle.n,fistfight.n,struggle.v,hostility.n,infighting.n,skirmish.n,engage.v,combat.n,engagement.n,clash.n,squabble.n,stalemate.n,firefight.n,brawl.n,duel.n,strife.n,fight.v,battle.v,duel.v,fight.n,clash.v,brawl.v,skirmish.v,scuffle.v,confront.v,war.n,bout.n,war.v,gunfight.n,shootout.n,standoff.n,scuffle.n,showdown.n,wrangling.n,altercation.n,tiff.n,battle.n,spat.n
Individual_history	2	past.n,history.n
Cutting	9	mince.v,cut.v,dice.v,carve.v,fillet.v,chop.v,slice.v,cube.v,pare.v
Change_of_quantity_of_possession	2	lose.v,gain.v
Killing	71	annihilate.v,blood-bath.n,decapitation.n,extermination.n,fratricide.n,garrotte.v,murderer.n,slaughterer.n,slayer.n,kill.v,assassinate.v,immolation.n,behead.v,patricide.n,eliminate.v,silence.v,exterminate.v,deadly.a,terminate.v,fatal.a,drown.v,fatality.n,liquidate.v,destroy.v,murder.v,take out.v,slay.v,bloodshed.n,suffocate.v,take (someone's) life.idio,smother.v,do in.v,starve.v,asphyxiate.v,suicide.v,homicide.n,suicide.n,euthanize.v,euthanasia.n,dispatch.v,lethal.a,annihilation.n,liquidation.n,crucify.v,crucifixion.n,decapitate.v,massacre.v,slaughter.v,lynch.v,liquidator.n,killing.n,murder.n,slaughter.n,killer.n,massacre.n,infanticide.n,smothering.n,slaying.n,regicide.n,pogrom.n,shooting.n,holocaust.n,matricide.n,genocide.n,butcher.v,beheading.n,assassination.n,butchery.n,carnage.n,suffocation.n,assassin.n
Origin	38	vietnamese.a,canadian.a,originate.v,jamaican.a,byzantine.a,cuban.a,colombian.a,portuguese.a,chinese.a,of.prep,egyptian.a,iranian.a,saudi.a,origin.n,turkish.a,roman.a,european.a,ottoman.a,from.prep,indian.a,jordanian.a,american.a,dutch.a,date.v,finnish.a,russian.a,french.a,spanish.a,irish.a,come from.v,italian.a,syrian.a,japanese.a,national.a,iraqi.a,swiss.a,assyrian.a,greek.a
Excreting	22	urinate.v,sweat.n,vomit.v,piss.v,pee.v,belch.v,fart.v,retch.v,burp.v,shit.v,spew.v,take a piss.v,spit up.v,throw up.v,perspire.v,puke.v,evacuate.v,sweat.v,defecate.v,regurgitate.v,perspiration.n,void.v
Ranked_expectation	3	entire.a,mere.a,whole.a
Directional_locative_relation	18	north.n,south.adv,west.adv,north.adv,east.n,northeast.n,above.prep,northwest.n,southwest.adv,northeast.adv,below.prep,west.n,southeast.n,southeast.adv,south.n,northwest.adv,east.adv,southwest.n
Stinginess	12	hoard.v,miser.n,lavish.a,generous.a,stingy.a,miserly.a,ungenerous.a,miserliness.n,niggardliness.n,lavish.v,mean.a,niggardly.a
Sent_items	3	shipment.n,mail.n,post.n
Scarcity	5	scarcity.n,scarceness.n,plentifulness.n,scarce.a,plentiful.a
Confronting_problem	2	confront.v,face.v
Measure_volume	39	tablespoon.n,bagful.n,busload.n,litre.n,spoonful.n,pint.n,pack.n,bucketful.n,bottle.n,teaspoon.n,box.n,planeload.n,tray.n,spoon.n,cup.n,packet.n,truckload.n,boatload.n,bushel.n,scoop.n,trainload.n,bag.n,platter.n,boxful.n,carload.n,roomful.n,can.n,barrel.n,bowl.n,sackful.n,case.n,teaspoonful.n,quart.n,mug.n,gallon.n,tankful.n,jug.n,glass.n,scoopful.n
Memory	7	recollection.n,bethink oneself.v,memory.n,recollect.v,recall.v,remember.v,retain.v
Piracy	8	carjacking.n,hijack.v,hijacked.a,hijacker.n,carjack.v,hijacking.n,pirate.v,piracy.n
Response	6	respond.v,response.n,react.v,meet.v,reaction.n,act (on).v
Trust	10	believe.v,credence.n,faith.n,trust.v,reliability.n,trustworthy.a,reliable.a,credulous.a,gullible.a,trust.n
Detaining	7	internment.n,intern.v,under arrest.a,detain.v,custody.n,at large.a,hold.v
Cause_change_of_phase	10	defrost.v,thaw.v,unfreeze.v,solidify.v,flux.v,evaporate.v,melt.v,boil.v,freeze.v,liquefy.v
Burying	1	bury.v
Processing_materials	15	process.v,stain.v,develop.v,enrich.v,development.n,spin.v,etch.v,weaponization.n,dye.v,reprocessing.n,weaponize.v,treat.v,reprocess.v,enrichment.n,galvanize.v
Make_compromise	3	compromise.v,meet half-way.v,compromise.n
Control	7	determine.v,command.n,control.v,command.v,regulate.v,control.n,regulation.n
Sociability	12	companionable.a,gregarious.a,recluse.n,loner.n,extrovert.n,friendly.a,shy.a,outgoing.a,sociable.a,timid.a,introverted.a,affable.a
Getting_triggered	2	trigger.v,go off.v
Deception_success	2	deception.n,deceit.n
Residence	23	camper.n,stay.v,squat.v,live.v,inhabitant.n,lodge.v,occupant.n,squatter.n,room.v,inhabit.v,dweller.n,resident.n,occupy.v,dwell.v,camp.v,shack up.v,camp.n,bivouac.v,camped.a,tenant.n,room-mate.n,bivouac.n,reside.v
Being_located	8	sit.v,lie.v,located.a,stand.v,whereabouts.n,twenty.n,find.v,situated.a
Remainder	4	remnant.n,remain.v,remains.n,left.a
Information	11	information.n,data.n,skinny.n,intel.n,details.n,straight dope.n,dope.n,scoop.n,info.n,dirt.n,intelligence.n
Setting_out	3	decamp.v,set off.v,set out.v
Expressing_publicly	8	put into words.v,vent.v,air.v,expression.n,express.v,give voice.v,articulate.v,voice.v
Visiting_scenario_departing	0	
Dough_rising	2	prove.v,rise.v
Required_event	13	got to.v,need.v,ought to.v,gotta.v,shall.v,oughta.v,hafta.v,must.v,better.v,best.v,have to.v,be supposed (to).v,had better.v
Behind_the_scenes	12	soundtrack.n,stage.v,film.v,producer.n,score.n,direct.v,shoot.v,produce.v,compose.v,cast.v,film-maker.n,director.n
Suasion	6	dissuade.v,convince.v,incite.v,motivate.v,persuade.v,sway.v
Locating	2	find.v,locate.v
Political_locales	42	metropolis.n,megalopolis.n,city.n,world.n,federal.a,global.a,parish.n,diocese.n,international.a,local.a,locality.n,municipal.a,national.a,empire.n,village.n,nation.n,commonwealth.n,province.n,internationally.adv,country.n,multinational.a,territory.n,city-state.n,barony.n,district.n,duchy.n,fiefdom.n,viscountcy.n,jurisdiction.n,town.n,land.n,county.n,state [internal].n,state [sovereign].n,provincial.a,principality.n,territorial.a,borough.n,township.n,realm.n,kingdom.n,municipality.n
Publishing	6	publish.v,appear.v,put out.v,release.v,release [event].n,publication.n
Connectors	26	link.n,staple.n,glue.n,tack.n,wire.n,tie.n,ribbon.n,trace.n,strap.n,bolt.n,shoelace.n,withy.n,nail.n,screw.n,tape.n,nut.n,lace.n,string.n,connector.n,adhesive.n,thread.n,chain.n,cord.n,bond.n,peg.n,rope.n
Spatial_contact	11	atop.prep,against.prep,off.prep,contact.n,tangent.a,upon.prep,on.prep,touching.a,contact.v,touch.v,on top (of).prep
Attending	3	go (to).v,attend.v,attendance.n
Renunciation	2	renounce.v,renunciation.n
People_by_origin	25	englishwoman.n,Dubliner.n,german.n,ottoman.n,Indian [American].n,American.n,Californian.n,Frenchman.n,Frenchy.n,Iranian.n,Greek.n,Turk.n,New Yorker.n,italian.n,English.n,Irish.n,Kraut.n,foreigner.n,American [N and S Am].n,Mexican.n,Chicagoan.n,Frenchwoman.n,Persian.n,Denverite.n,Brit.n
Process_resume	2	resume.v,restart.v
Information_display	3	board [white/black/chalk].n,board [forum].n,monitor.n
Fame	16	legendary.a,stature.n,reputation.n,infamous.a,notorious.a,well known.a,notoriety.n,renown.n,renowned.a,epic.a,name.n,famous.a,known.a,fame.n,big name.n,make a name for oneself.v
Spatial_co-location	6	there.adv,at.prep,where [interrog].adv,here.adv,where [relativizer].adv,home.adv
Resurrection	5	resurrection.n,return.v,rise.v,resurrect.v,come back.v
Color_qualities	7	vivid.a,pale.a,dull.a,light.a,warm.a,bright.a,dark.a
Alternativity	0	
Closure	15	unscrew.v,unfasten.v,button.v,lace.v,open.v,buckle.v,unbuckle.v,cap.v,uncork.v,tie.v,close.v,fasten.v,unzip.v,zip.v,seal.v
Giving	27	donation.n,hand in.v,volunteer.v,treat.v,gift.v,donate.v,gift.n,foist.v,contribution.n,endow.v,fob off.v,donor.n,hand over.v,charity.n,confer (upon).v,give out.v,give.v,advance.v,bequeath.v,leave.v,hand.v,will.v,pass.v,bequest.n,pass out.v,hand out.v,contribute.v
Conduct	15	way.n,misbehavior.n,deportment.n,manner.n,behavior.n,bearing.n,behave.v,conduct.n,comportment.n,demeanor.n,conduct.v,carry oneself.v,act up.v,misbehave.v,act.v
Correctness	8	wrong.a,incorrect.a,correctness.n,right.a,true.a,exact.a,correct.a,accurate.a
Quantified_mass	58	mountain.n,pinch.n,handful.n,ounce.n,a lot.n,mite.n,pile.n,touch.n,few.n,scads.n,many.n,measure.n,amount.n,several.n,scores.n,several.a,degree.n,few.a,a few.art,avalanche.n,any.a,billions.n,all.a,heap.n,deluge.n,many.a,dozens.n,numerous.a,ton.n,torrent.n,a bit.n,oodles.n,mass.n,shitload.n,no.a,hundreds.n,flood.n,dose.n,abundance.n,multiple.a,thousands.n,trickle.n,a little.n,load.n,myriad.n,both.a,stream.n,fair.a,plethora.n,smattering.n,modicum.n,wave.n,trace.n,millions.n,quantity.n,deal.n,raft.n,number.n
Biological_urge	49	bone-weary.a,fatigued.a,exhaustion.n,queasy.a,thirsty.a,fatigue.n,parched.a,beat.a,nausea.n,pooped.a,queasiness.n,tuckered out.a,hunger.n,drowsiness.n,weary.a,sleepiness.n,horny.a,dog-tired.a,nauseated.a,in the mood.a,sick.a,bilious.a,somnolent.a,soporific.a,somnolence.n,amorous.a,hungry.a,thirst.n,full.a,knackered.a,sated.a,tired.a,weariness.n,ravenous.a,sleepy.a,peckish.a,tiredness.n,nauseous.a,famished.a,drowsy.a,bushed.a,enervated.a,randy.a,worn out.a,arousal.n,tuckered.a,aroused.a,turned on.a,exhausted.a
Fall_asleep	8	pass out.v,konk out.v,doze off.v,black out.v,faint.v,zonk out.v,drift off.v,nod off.v
Change_posture	25	lie.v,stand.v,slouch.v,sit up.v,crouch down.v,lie down.v,kneel down.v,hunch.v,drop.v,stand up.v,huddle.v,rise.v,sprawl.v,crouch.v,squat down.v,squat.v,lean.v,kneel up.v,sit.v,hunch up.v,sprawl out.v,kneel.v,stoop.v,bend.v,sit down.v
Irregular_combatants	6	militant.n,combatant.n,guerrilla.n,hostile.n,fighter.n,belligerent.n
Word_relations	14	homophonous.a,contrary.n,hyponym.n,holonym.n,homograph.n,synonymous.a,homophone.n,meronym.n,collocate.v,homonym.n,antonym.n,synonym.n,collocate.n,hypernym.n
Undergo_change	11	change.v,plummet.v,swing.v,veer.v,shift.n,transition.n,turn.v,changeable.a,change.n,shift.v,go.v
Severity_of_offense	4	capital.a,indictable.a,actionable.a,felonious.a
Medical_specialties	29	gastroenterology.n,oncology.n,immunology.n,therapy.n,orthopaedics.n,homeopathy.n,obstetrics.n,medicine.n,cardiology.n,nephrology.n,chiropractic.n,paediatrics.n,midwifery.n,dentistry.n,neurology.n,podiatry.n,endocrinology.n,radiology.n,psychotherapy.n,rheumatology.n,neonatology.n,gynaecology.n,epidemiology.n,dermatology.n,psychoanalysis.n,haematology.n,speech therapy.n,histology.n,allopathy.n
Employment_continue	0	
Disaster_scenario	0	
Visit_host_departure	0	
Giving_birth	21	lay.v,father.v,calving.n,lambing.n,drop.v,carry to term.v,birth.v,spawn.v,mother.v,bring forth.v,generate.v,birth.n,have.v,get.v,propagate.v,beget.v,bear.v,whelp.v,kid.v,sire.v,calve.v
Violence	3	brutality.n,savagery.n,violence.n
Motion_directional	10	drop.v,plunge.v,descend.v,slant.v,rise.v,plummet.v,dip.v,angle.v,fall.v,topple.v
Becoming_visible	1	appear.v
Wagering	3	wager.v,wager.n,bet.v
State_of_entity	2	state.n,condition.n
Adjusting	6	adjustment.n,tweak.n,calibration.n,tweak.v,calibrate.v,adjust.v
Natural_features	115	slough.n,mesa.n,fjord.n,bayou.n,isle.n,outcrop.n,islet.n,tor.n,island.n,eyot.n,cay.n,lagoon.n,archipelago.n,plateau.n,sandbar.n,crag.n,seamount.n,coombe.n,glacier.n,guyot.n,key.n,canyon.n,volcano.n,mount.n,declivity.n,crater.n,corrie.n,cove.n,ridge.n,bar.n,bay.n,skerry.n,sandbank.n,inlet.n,rapids.n,sandspit.n,cirque.n,cliff.n,reef.n,watershed.n,channel.n,height.n,clough.n,headland.n,dale.n,beach.n,isthmus.n,rill.n,defile.n,continent.n,peak.n,mountain.n,dell.n,cave.n,depression.n,cavern.n,continental.a,knoll.n,coastal.a,range.n,iceberg.n,wash.n,cordillera.n,dingle.n,strand.n,berg.n,rugged.a,lake.n,gap.n,falls.n,gulf.n,pass.n,cascade.n,crevasse.n,waterfall.n,land.n,pond.n,glen.n,cataract.n,water.n,tarn.n,graben.n,spring.n,range [grazing].n,creek.n,gulch.n,stream.n,vale.n,gully.n,hollow.n,brook.n,ravine.n,atoll.n,sound.n,beck.n,floe.n,strait.n,loch.n,hummock.n,valley.n,dune.n,moraine.n,river.n,massif.n,burn.n,sea.n,butte.n,shelf.n,hill.n,ocean.n,fell.n,shoal.n,pool.n,hillock.n,peninsula.n
Body_mark	21	mole.n,acne.n,blister.n,blemish.n,rash.n,wart.n,zit.n,birthmark.n,boil.n,pustule.n,liver spot.n,sore.n,pimple.n,callus.n,blackhead.n,blotch.n,scar.n,love bite.n,bedsore.n,cold sore.n,freckle.n
Commerce_collect	3	charge.v,collect.v,collection.n
Predicting	10	vaticinate.v,prophesy.v,prediction.n,foretell.v,forecast.v,prognosticate.v,claim.v,predict.v,soothsay.v,prophecy.n
Subordinates_and_superiors	16	hireling.n,minion.n,superior.n,lackey.n,master.n,junior.a,serve.v,assistant.n,underling.n,servant.n,stooge.n,henchman.n,senior.a,paxman.n,goon.n,subordinate.n
Change_event_duration	8	abbreviate.v,prolong.v,drag out.v,slow.v,protract.v,extend.v,cut short.v,shorten.v
Hit_or_miss	6	wide.adv,bullseye.n,hit.n,hit.v,hole in one.n,miss.v
Forming_relationships	17	leave.v,engagement.n,betroth.v,woo.v,wedding.n,befriend.v,wed.v,tie the knot.v,betrothal.n,separation.n,marriage (into).n,marry.v,marry (into).v,marriage.n,divorce.v,divorce.n,separate.v
Pre_lose_possession	0	
Referring_by_name	5	refer.v,address.v,name.n,designation.n,call.v
Having_or_lacking_access	5	inaccessible.a,access.n,access.v,accessible.a,blocked.a
Fullness	4	emptiness.n,empty.a,full.a,fullness.n
Eventive_affecting	6	happen.v,see.v,strike.v,hit.v,suffer.v,what become (of).v
Age	12	age.n,mature.a,oldish.a,youngish.a,elderly.a,of.prep,maturity.n,old.a,new.a,fresh.a,ancient.a,young.a
Change_direction	8	right.n,turn.v,turn.n,left.n,bear.v,veer.v,cut.v,swing.v
Attention_getting	16	sir.n,ma'am.n,miss.n,buddy.n,guy.n,bro.n,yoohoo.intj,officer.n,excuse me.intj,boy.n,kid.n,hello there.intj,hey.intj,pal.n,dude.n,homes.n
Elusive_goal	3	elude.v,escape.v,evade.v
Law	9	policy.n,code.n,law.n,order.n,regime.n,act.n,protocol.n,statute.n,regulation.n
Legal_rulings	6	decree.v,deem.v,rule.v,judge.v,adjudicate.v,judgment.n
Sound_level	2	quiet.a,loud.a
Documents	35	brief.n,testimony.n,agreement.n,will.n,treaty.n,opinion.n,confirmation.n,business card.n,passport.n,ruling.n,subpoena.n,writ.n,document.n,license.n,visa.n,summons.n,permit.n,diploma.n,papers.n,accord.n,warrant.n,deed.n,deposition.n,certificate.n,lease.n,authorization.n,title.n,charter.n,contractual.a,contract.n,identification.n,finding.n,affidavit.n,orders.n,testament.n
Fire_stopping_scenario	0	
Conquering	7	capture.v,reduce.v,take.v,overcome.v,fall.v,takeover.n,conquer.v
Fastener	4	buckle.n,button.n,seal.n,zipper.n
Meet_specifications	2	fulfill.v,meet.v
Cause_emotion	9	insult.n,affront.n,offense.n,concern.v,affront.v,call name.v,offend.v,insult.v,offensive.a
Member_of_military	7	commando.n,service member.n,marine.n,airman.n,troop.n,sailor.n,soldier.n
Change_position_on_a_scale	56	rise.n,dip.v,mushroom.v,shift.n,reach.v,growth.n,increase.n,slide.v,balloon.v,down.prep,edge.v,drop.v,lower.v,fluctuate.v,elevation.n,decline.v,accelerated.a,increase.v,explosion.n,gain.n,depression.n,dwindle.v,decline.n,plummet.v,climb.v,decrease.n,decrease.v,fluctuation.n,contraction.n,explode.v,grow.v,swing.v,fall.n,gain.v,triple.v,fall.v,skyrocket.v,rocket.v,advance.v,tumble.n,growing.a,shift.v,diminish.v,swell.v,depressed.a,hike.n,contract.v,move.v,double.v,escalation.n,increasingly.adv,rise.v,jump.v,elevated.a,soar.v,tumble.v
Locale_by_ownership	3	land.n,estate.n,property.n
Money	8	capital.n,dinero.n,sterling.n,fund.n,cash.n,dough.n,funds.n,money.n
